week_of,rank_current_week,title,artist,rank_prior_week,peak_pos,weeks_on_chart,base_artist,expand,key,artist_title
12/25/2010,68,rolling in the deep,Adele,-,68,1,adele,,adele_rolling in the deep,Adele-rolling in the deep
1/29/2011,97,rolling in the deep,Adele,-,68,2,adele,,adele_rolling in the deep,Adele-rolling in the deep
2/5/2011,84,rolling in the deep,Adele,97,68,3,adele,,adele_rolling in the deep,Adele-rolling in the deep
2/12/2011,69,rolling in the deep,Adele,84,68,4,adele,,adele_rolling in the deep,Adele-rolling in the deep
2/12/2011,78,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,-,78,1,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
2/19/2011,64,rolling in the deep,Adele,69,64,5,adele,,adele_rolling in the deep,Adele-rolling in the deep
2/26/2011,41,rolling in the deep,Adele,64,41,6,adele,,adele_rolling in the deep,Adele-rolling in the deep
3/5/2011,26,rolling in the deep,Adele,41,26,7,adele,,adele_rolling in the deep,Adele-rolling in the deep
3/12/2011,13,rolling in the deep,Adele,26,13,8,adele,,adele_rolling in the deep,Adele-rolling in the deep
3/19/2011,18,rolling in the deep,Adele,13,13,9,adele,,adele_rolling in the deep,Adele-rolling in the deep
3/26/2011,25,rolling in the deep,Adele,18,13,10,adele,,adele_rolling in the deep,Adele-rolling in the deep
4/2/2011,26,rolling in the deep,Adele,25,13,11,adele,,adele_rolling in the deep,Adele-rolling in the deep
4/9/2011,17,rolling in the deep,Adele,26,13,12,adele,,adele_rolling in the deep,Adele-rolling in the deep
4/16/2011,10,rolling in the deep,Adele,17,10,13,adele,,adele_rolling in the deep,Adele-rolling in the deep
4/16/2011,88,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,-,78,2,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
4/23/2011,10,rolling in the deep,Adele,10,10,14,adele,,adele_rolling in the deep,Adele-rolling in the deep
4/23/2011,66,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,88,66,3,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
4/30/2011,6,rolling in the deep,Adele,10,6,15,adele,,adele_rolling in the deep,Adele-rolling in the deep
4/30/2011,56,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,66,56,4,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
5/7/2011,2,rolling in the deep,Adele,6,2,16,adele,,adele_rolling in the deep,Adele-rolling in the deep
5/7/2011,52,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,56,52,5,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
5/14/2011,2,rolling in the deep,Adele,2,2,17,adele,,adele_rolling in the deep,Adele-rolling in the deep
5/14/2011,38,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,52,38,6,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
5/21/2011,1,rolling in the deep,Adele,2,1,18,adele,,adele_rolling in the deep,Adele-rolling in the deep
5/21/2011,24,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,38,24,7,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
5/28/2011,1,rolling in the deep,Adele,1,1,19,adele,,adele_rolling in the deep,Adele-rolling in the deep
5/28/2011,20,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,24,20,8,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
6/4/2011,1,rolling in the deep,Adele,1,1,20,adele,,adele_rolling in the deep,Adele-rolling in the deep
6/4/2011,8,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,20,8,9,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
6/11/2011,1,rolling in the deep,Adele,1,1,21,adele,,adele_rolling in the deep,Adele-rolling in the deep
6/11/2011,9,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,8,8,10,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
6/18/2011,1,rolling in the deep,Adele,1,1,22,adele,,adele_rolling in the deep,Adele-rolling in the deep
6/18/2011,6,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,9,6,11,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
6/25/2011,1,rolling in the deep,Adele,1,1,23,adele,,adele_rolling in the deep,Adele-rolling in the deep
6/25/2011,3,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,6,3,12,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
7/2/2011,1,rolling in the deep,Adele,1,1,24,adele,,adele_rolling in the deep,Adele-rolling in the deep
7/2/2011,3,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,3,3,13,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
7/9/2011,2,rolling in the deep,Adele,1,1,25,adele,,adele_rolling in the deep,Adele-rolling in the deep
7/9/2011,3,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,3,3,14,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
7/16/2011,1,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,3,1,15,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
7/16/2011,3,rolling in the deep,Adele,2,1,26,adele,,adele_rolling in the deep,Adele-rolling in the deep
7/23/2011,1,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,1,1,16,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
7/23/2011,3,rolling in the deep,Adele,3,1,27,adele,,adele_rolling in the deep,Adele-rolling in the deep
7/30/2011,1,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,1,1,17,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
7/30/2011,4,rolling in the deep,Adele,3,1,28,adele,,adele_rolling in the deep,Adele-rolling in the deep
8/6/2011,1,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,1,1,18,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
8/6/2011,5,rolling in the deep,Adele,4,1,29,adele,,adele_rolling in the deep,Adele-rolling in the deep
8/13/2011,1,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,1,1,19,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
8/13/2011,6,rolling in the deep,Adele,5,1,30,adele,,adele_rolling in the deep,Adele-rolling in the deep
8/20/2011,1,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,1,1,20,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
8/20/2011,9,rolling in the deep,Adele,6,1,31,adele,,adele_rolling in the deep,Adele-rolling in the deep
8/27/2011,2,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,1,1,21,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
8/27/2011,12,rolling in the deep,Adele,9,1,32,adele,,adele_rolling in the deep,Adele-rolling in the deep
9/3/2011,2,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,2,1,22,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
9/3/2011,13,rolling in the deep,Adele,12,1,33,adele,,adele_rolling in the deep,Adele-rolling in the deep
9/10/2011,2,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,2,1,23,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
9/10/2011,14,rolling in the deep,Adele,13,1,34,adele,,adele_rolling in the deep,Adele-rolling in the deep
9/17/2011,4,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,2,1,24,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
9/17/2011,17,rolling in the deep,Adele,14,1,35,adele,,adele_rolling in the deep,Adele-rolling in the deep
9/24/2011,4,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,4,1,25,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
9/24/2011,17,rolling in the deep,Adele,17,1,36,adele,,adele_rolling in the deep,Adele-rolling in the deep
10/1/2011,4,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,4,1,26,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
10/1/2011,20,rolling in the deep,Adele,17,1,37,adele,,adele_rolling in the deep,Adele-rolling in the deep
10/8/2011,4,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,4,1,27,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
10/8/2011,22,rolling in the deep,Adele,20,1,38,adele,,adele_rolling in the deep,Adele-rolling in the deep
10/15/2011,5,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,4,1,28,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
10/15/2011,21,rolling in the deep,Adele,22,1,39,adele,,adele_rolling in the deep,Adele-rolling in the deep
10/22/2011,6,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,5,1,29,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
10/22/2011,21,rolling in the deep,Adele,21,1,40,adele,,adele_rolling in the deep,Adele-rolling in the deep
10/29/2011,9,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,6,1,30,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
10/29/2011,23,rolling in the deep,Adele,21,1,41,adele,,adele_rolling in the deep,Adele-rolling in the deep
11/5/2011,10,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,9,1,31,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
11/5/2011,27,rolling in the deep,Adele,23,1,42,adele,,adele_rolling in the deep,Adele-rolling in the deep
11/12/2011,8,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,10,1,32,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
11/12/2011,29,rolling in the deep,Adele,27,1,43,adele,,adele_rolling in the deep,Adele-rolling in the deep
11/19/2011,10,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,8,1,33,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
11/19/2011,28,rolling in the deep,Adele,29,1,44,adele,,adele_rolling in the deep,Adele-rolling in the deep
11/26/2011,14,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,10,1,34,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
11/26/2011,34,rolling in the deep,Adele,28,1,45,adele,,adele_rolling in the deep,Adele-rolling in the deep
12/3/2011,16,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,14,1,35,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
12/3/2011,36,rolling in the deep,Adele,34,1,46,adele,,adele_rolling in the deep,Adele-rolling in the deep
12/10/2011,10,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,16,1,36,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
12/10/2011,38,rolling in the deep,Adele,36,1,47,adele,,adele_rolling in the deep,Adele-rolling in the deep
12/17/2011,12,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,10,1,37,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
12/17/2011,36,rolling in the deep,Adele,38,1,48,adele,,adele_rolling in the deep,Adele-rolling in the deep
12/24/2011,13,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,12,1,38,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
12/24/2011,40,rolling in the deep,Adele,36,1,49,adele,,adele_rolling in the deep,Adele-rolling in the deep
12/31/2011,15,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,13,1,39,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
12/31/2011,41,rolling in the deep,Adele,40,1,50,adele,,adele_rolling in the deep,Adele-rolling in the deep
1/7/2012,9,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,15,1,40,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
1/7/2012,35,rolling in the deep,Adele,41,1,51,adele,,adele_rolling in the deep,Adele-rolling in the deep
1/14/2012,6,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,9,1,41,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
1/14/2012,30,rolling in the deep,Adele,35,1,52,adele,,adele_rolling in the deep,Adele-rolling in the deep
1/21/2012,9,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,6,1,42,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
1/21/2012,36,rolling in the deep,Adele,30,1,53,adele,,adele_rolling in the deep,Adele-rolling in the deep
1/21/2012,91,somebody that i used to know,Gotye Featuring Kimbra,-,91,1,gotye,Kimbra,gotye_somebody that i used to know,Gotye Featuring Kimbra-somebody that i used to know
1/28/2012,12,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,9,1,43,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
1/28/2012,40,rolling in the deep,Adele,36,1,54,adele,,adele_rolling in the deep,Adele-rolling in the deep
1/28/2012,58,somebody that i used to know,Gotye Featuring Kimbra,91,58,2,gotye,Kimbra,gotye_somebody that i used to know,Gotye Featuring Kimbra-somebody that i used to know
2/4/2012,16,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,12,1,44,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
2/4/2012,41,rolling in the deep,Adele,40,1,55,adele,,adele_rolling in the deep,Adele-rolling in the deep
2/4/2012,50,somebody that i used to know,Gotye Featuring Kimbra,58,50,3,gotye,Kimbra,gotye_somebody that i used to know,Gotye Featuring Kimbra-somebody that i used to know
2/11/2012,20,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,16,1,45,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
2/11/2012,31,somebody that i used to know,Gotye Featuring Kimbra,50,31,4,gotye,Kimbra,gotye_somebody that i used to know,Gotye Featuring Kimbra-somebody that i used to know
2/11/2012,43,rolling in the deep,Adele,41,1,56,adele,,adele_rolling in the deep,Adele-rolling in the deep
2/18/2012,20,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,20,1,46,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
2/18/2012,27,somebody that i used to know,Gotye Featuring Kimbra,31,27,5,gotye,Kimbra,gotye_somebody that i used to know,Gotye Featuring Kimbra-somebody that i used to know
2/18/2012,44,rolling in the deep,Adele,43,1,57,adele,,adele_rolling in the deep,Adele-rolling in the deep
2/25/2012,17,rolling in the deep,Adele,44,1,58,adele,,adele_rolling in the deep,Adele-rolling in the deep
2/25/2012,18,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,20,1,47,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
2/25/2012,26,somebody that i used to know,Gotye Featuring Kimbra,27,26,6,gotye,Kimbra,gotye_somebody that i used to know,Gotye Featuring Kimbra-somebody that i used to know
3/3/2012,5,rolling in the deep,Adele,17,1,59,adele,,adele_rolling in the deep,Adele-rolling in the deep
3/3/2012,27,somebody that i used to know,Gotye Featuring Kimbra,26,26,7,gotye,Kimbra,gotye_somebody that i used to know,Gotye Featuring Kimbra-somebody that i used to know
3/3/2012,29,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,18,1,48,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
3/10/2012,16,somebody that i used to know,Gotye Featuring Kimbra,27,16,8,gotye,Kimbra,gotye_somebody that i used to know,Gotye Featuring Kimbra-somebody that i used to know
3/10/2012,23,rolling in the deep,Adele,5,1,60,adele,,adele_rolling in the deep,Adele-rolling in the deep
3/10/2012,26,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,29,1,49,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
3/17/2012,9,somebody that i used to know,Gotye Featuring Kimbra,16,9,9,gotye,Kimbra,gotye_somebody that i used to know,Gotye Featuring Kimbra-somebody that i used to know
3/17/2012,25,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,26,1,50,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
3/17/2012,32,rolling in the deep,Adele,23,1,61,adele,,adele_rolling in the deep,Adele-rolling in the deep
3/24/2012,5,somebody that i used to know,Gotye Featuring Kimbra,9,5,10,gotye,Kimbra,gotye_somebody that i used to know,Gotye Featuring Kimbra-somebody that i used to know
3/24/2012,26,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,25,1,51,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
3/24/2012,30,rolling in the deep,Adele,32,1,62,adele,,adele_rolling in the deep,Adele-rolling in the deep
3/31/2012,5,somebody that i used to know,Gotye Featuring Kimbra,5,5,11,gotye,Kimbra,gotye_somebody that i used to know,Gotye Featuring Kimbra-somebody that i used to know
3/31/2012,27,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,26,1,52,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
3/31/2012,33,rolling in the deep,Adele,30,1,63,adele,,adele_rolling in the deep,Adele-rolling in the deep
4/7/2012,4,somebody that i used to know,Gotye Featuring Kimbra,5,4,12,gotye,Kimbra,gotye_somebody that i used to know,Gotye Featuring Kimbra-somebody that i used to know
4/7/2012,29,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,27,1,53,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
4/7/2012,43,rolling in the deep,Adele,33,1,64,adele,,adele_rolling in the deep,Adele-rolling in the deep
4/14/2012,3,somebody that i used to know,Gotye Featuring Kimbra,4,3,13,gotye,Kimbra,gotye_somebody that i used to know,Gotye Featuring Kimbra-somebody that i used to know
4/14/2012,32,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,29,1,54,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
4/14/2012,49,rolling in the deep,Adele,43,1,65,adele,,adele_rolling in the deep,Adele-rolling in the deep
4/21/2012,2,somebody that i used to know,Gotye Featuring Kimbra,3,2,14,gotye,Kimbra,gotye_somebody that i used to know,Gotye Featuring Kimbra-somebody that i used to know
4/21/2012,37,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,32,1,55,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
4/28/2012,1,somebody that i used to know,Gotye Featuring Kimbra,2,1,15,gotye,Kimbra,gotye_somebody that i used to know,Gotye Featuring Kimbra-somebody that i used to know
4/28/2012,41,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,37,1,56,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
5/5/2012,1,somebody that i used to know,Gotye Featuring Kimbra,1,1,16,gotye,Kimbra,gotye_somebody that i used to know,Gotye Featuring Kimbra-somebody that i used to know
5/5/2012,43,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,41,1,57,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
5/12/2012,1,somebody that i used to know,Gotye Featuring Kimbra,1,1,17,gotye,Kimbra,gotye_somebody that i used to know,Gotye Featuring Kimbra-somebody that i used to know
5/12/2012,41,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,43,1,58,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
5/19/2012,1,somebody that i used to know,Gotye Featuring Kimbra,1,1,18,gotye,Kimbra,gotye_somebody that i used to know,Gotye Featuring Kimbra-somebody that i used to know
5/19/2012,44,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,41,1,59,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
5/26/2012,1,somebody that i used to know,Gotye Featuring Kimbra,1,1,19,gotye,Kimbra,gotye_somebody that i used to know,Gotye Featuring Kimbra-somebody that i used to know
5/26/2012,44,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,44,1,60,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
6/2/2012,1,somebody that i used to know,Gotye Featuring Kimbra,1,1,20,gotye,Kimbra,gotye_somebody that i used to know,Gotye Featuring Kimbra-somebody that i used to know
6/2/2012,38,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,44,1,61,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
6/9/2012,1,somebody that i used to know,Gotye Featuring Kimbra,1,1,21,gotye,Kimbra,gotye_somebody that i used to know,Gotye Featuring Kimbra-somebody that i used to know
6/9/2012,39,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,38,1,62,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
6/16/2012,1,somebody that i used to know,Gotye Featuring Kimbra,1,1,22,gotye,Kimbra,gotye_somebody that i used to know,Gotye Featuring Kimbra-somebody that i used to know
6/16/2012,42,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,39,1,63,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
6/23/2012,2,somebody that i used to know,Gotye Featuring Kimbra,1,1,23,gotye,Kimbra,gotye_somebody that i used to know,Gotye Featuring Kimbra-somebody that i used to know
6/23/2012,45,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,42,1,64,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
6/30/2012,2,somebody that i used to know,Gotye Featuring Kimbra,2,1,24,gotye,Kimbra,gotye_somebody that i used to know,Gotye Featuring Kimbra-somebody that i used to know
6/30/2012,45,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,45,1,65,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
7/7/2012,3,somebody that i used to know,Gotye Featuring Kimbra,2,1,25,gotye,Kimbra,gotye_somebody that i used to know,Gotye Featuring Kimbra-somebody that i used to know
7/7/2012,45,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,45,1,66,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
7/14/2012,3,somebody that i used to know,Gotye Featuring Kimbra,3,1,26,gotye,Kimbra,gotye_somebody that i used to know,Gotye Featuring Kimbra-somebody that i used to know
7/14/2012,50,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,45,1,67,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
7/21/2012,3,somebody that i used to know,Gotye Featuring Kimbra,3,1,27,gotye,Kimbra,gotye_somebody that i used to know,Gotye Featuring Kimbra-somebody that i used to know
7/21/2012,49,party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock,50,1,68,lmfao,Lauren Bennett & GoonRock,lmfao_party rock anthem,LMFAO Featuring Lauren Bennett & GoonRock-party rock anthem
7/28/2012,4,somebody that i used to know,Gotye Featuring Kimbra,3,1,28,gotye,Kimbra,gotye_somebody that i used to know,Gotye Featuring Kimbra-somebody that i used to know
8/4/2012,5,somebody that i used to know,Gotye Featuring Kimbra,4,1,29,gotye,Kimbra,gotye_somebody that i used to know,Gotye Featuring Kimbra-somebody that i used to know
8/11/2012,6,somebody that i used to know,Gotye Featuring Kimbra,5,1,30,gotye,Kimbra,gotye_somebody that i used to know,Gotye Featuring Kimbra-somebody that i used to know
8/18/2012,6,somebody that i used to know,Gotye Featuring Kimbra,6,1,31,gotye,Kimbra,gotye_somebody that i used to know,Gotye Featuring Kimbra-somebody that i used to know
8/25/2012,6,somebody that i used to know,Gotye Featuring Kimbra,6,1,32,gotye,Kimbra,gotye_somebody that i used to know,Gotye Featuring Kimbra-somebody that i used to know
9/1/2012,11,somebody that i used to know,Gotye Featuring Kimbra,6,1,33,gotye,Kimbra,gotye_somebody that i used to know,Gotye Featuring Kimbra-somebody that i used to know
9/8/2012,14,somebody that i used to know,Gotye Featuring Kimbra,11,1,34,gotye,Kimbra,gotye_somebody that i used to know,Gotye Featuring Kimbra-somebody that i used to know
9/15/2012,14,somebody that i used to know,Gotye Featuring Kimbra,14,1,35,gotye,Kimbra,gotye_somebody that i used to know,Gotye Featuring Kimbra-somebody that i used to know
9/22/2012,15,somebody that i used to know,Gotye Featuring Kimbra,14,1,36,gotye,Kimbra,gotye_somebody that i used to know,Gotye Featuring Kimbra-somebody that i used to know
